query,candidate_doi,label,candidate_year,candidate_title,crossref_score,true_doi,candidate_rank,candidate_author,query_author
Clinicopathological Analysis of Premature Infants Treated with Artificial Yoshio Shima 2000,10.1007/springerreference_180428,0,,Premature Infants,24.165447,10.1272/jnms.67.330,10,,
Relationship of the preexponential function in equation of life to the length of the failure crack G. M. Bartenev 1984,10.1007/bf00720965,1,1984.0,Relationship of the preexponential function in the equation of life to the length of the failure crack,74.50373,10.1007/bf00720965,1,G. M. Bartenev,
Relationship of the preexponential function in equation of life to the length of the failure crack G. M. Bartenev 1984,10.1007/bf00819313,0,1969.0,Integral-equation construction of the green's function for generalized boundary-value problems involving the heat-conduction equation,25.279545,10.1007/bf00720965,2,�. M. Kartashov,
Relationship of the preexponential function in equation of life to the length of the failure crack G. M. Bartenev 1984,10.1007/bf00020751,0,1984.0,A crack opening stress equation for fatigue crack growth,24.89067,10.1007/bf00720965,3,J. C. Newman,
Relationship of the preexponential function in equation of life to the length of the failure crack G. M. Bartenev 1984,10.1016/b978-008043011-9/50011-9,0,1999.0,Fatigue crack tip constraint and closure as a function of crack length,24.833961,10.1007/bf00720965,4,David L. Davidson,
Relationship of the preexponential function in equation of life to the length of the failure crack G. M. Bartenev 1984,10.1007/bf00554398,0,1995.0,Estimation of the preexponential factor in the equation for the rate of accumulation of submicron cracks in failure of polymers and polymer fibres,24.762596,10.1007/bf00720965,5,I. A. Stepanov,
Relationship of the preexponential function in equation of life to the length of the failure crack G. M. Bartenev 1984,10.1016/j.engfailanal.2017.04.025,0,2017.0,Correlation between defect depth and defect length through a reliability index when evaluating of the remaining life of steel pipeline under corrosion and crack defects,24.068504,10.1007/bf00720965,6,Djamel Zelmati,
Relationship of the preexponential function in equation of life to the length of the failure crack G. M. Bartenev 1984,10.1016/0029-5493(84)90271-1,0,1984.0,Variable crack length quarter-point element,23.871622,10.1007/bf00720965,7,Corneliu Manu,
Relationship of the preexponential function in equation of life to the length of the failure crack G. M. Bartenev 1984,10.1016/b978-1-4832-8440-8.50314-8,0,1984.0,AN EXAMINATION OF CRACK LENGTH ESTIMATION PROCEDURE FOR SHORT FIBRE COMPOSITES,23.871622,10.1007/bf00720965,8,B.S. Patro,
Relationship of the preexponential function in equation of life to the length of the failure crack G. M. Bartenev 1984,10.1016/b978-0-08-030156-3.50097-7,0,1984.0,APPLICATION OF LAGRANGE'S EQUATION TO CRACK PROPAGATION PROBLEMS,23.720207,10.1007/bf00720965,9,T. Shioya,
Relationship of the preexponential function in equation of life to the length of the failure crack G. M. Bartenev 1984,10.1007/bf01529549,0,1989.0,Stress concentration factor as a function of the length of cut in a rubberized-fabric material,23.55486,10.1007/bf00720965,10,G. M. Bartenev,
Prolongation of Apnea in Obese Patients—Concerns With Rate of Rise of CO2 Jeetinder Kaur Makkar 2017,10.1213/ane.0000000000002391,1,2017.0,Prolongation of Apnea Time in Obese Patients—Concerns With Rate of Rise of CO2,71.58176,10.1213/ane.0000000000002391,1,Jeetinder Kaur Makkar,
Prolongation of Apnea in Obese Patients—Concerns With Rate of Rise of CO2 Jeetinder Kaur Makkar 2017,10.1213/ane.0000000000002390,0,2017.0,In Response: Concerns With Rate of Rise of Carbon Dioxide During Apnea With Buccal Oxygenation,34.279114,10.1213/ane.0000000000002391,2,Andrew J. Toner,
Prolongation of Apnea in Obese Patients—Concerns With Rate of Rise of CO2 Jeetinder Kaur Makkar 2017,10.18535/jmscr/v5i1.161,0,2017.0,Risk of Failure of Adenotonsillectomy for Obstructive Sleep Apnea in Obese Pediatric Patients,26.988394,10.1213/ane.0000000000002391,3,,
Prolongation of Apnea in Obese Patients—Concerns With Rate of Rise of CO2 Jeetinder Kaur Makkar 2017,10.1213/00000539-198802001-00222,0,1988.0,THE CO2 RATE OF RISE DURING APNEA IN ANESTHETIZED HUMANS WITH AIRWAY OBSTRUCTION,26.626904,10.1213/ane.0000000000002391,4,M. C. Stock,
Prolongation of Apnea in Obese Patients—Concerns With Rate of Rise of CO2 Jeetinder Kaur Makkar 2017,10.3390/nu15204446,0,2023.0,The Influence of CPAP Therapy on Basal Metabolic Rate and Physical Activity in Obese Patients with Obstructive Sleep Apnea,26.059898,10.1213/ane.0000000000002391,5,Dimitra Siopi,
Prolongation of Apnea in Obese Patients—Concerns With Rate of Rise of CO2 Jeetinder Kaur Makkar 2017,10.5005/jp/books/13026_67,0,2017.0,Metabolically Healthy Obese: A Myth or Reality?,25.645355,10.1213/ane.0000000000002391,6,Brij Makkar,
Prolongation of Apnea in Obese Patients—Concerns With Rate of Rise of CO2 Jeetinder Kaur Makkar 2017,10.1016/j.sleep.2017.11.787,0,2017.0,Metabolic alterations and systemic inflammation in pediatric obese patients with obstructive sleep apnea,25.453144,10.1213/ane.0000000000002391,7,S. Prakash,
Prolongation of Apnea in Obese Patients—Concerns With Rate of Rise of CO2 Jeetinder Kaur Makkar 2017,10.26226/morressier.59d51844d462b80296ca36bc,0,2017.0,Metabolic alterations in obese adults with obstructive sleep apnea,25.435299,10.1213/ane.0000000000002391,8,ben othman rym,
Prolongation of Apnea in Obese Patients—Concerns With Rate of Rise of CO2 Jeetinder Kaur Makkar 2017,10.1378/chest.128.4_meetingabstracts.231s-a,0,2005.0,IS OBSTRUCTIVE SLEEP APNEA (OSA) IN NON-OBESE PATIENTS A LESS SERIOUS DISEASE THAN IN OBESE PATIENTS?,24.777369,10.1213/ane.0000000000002391,9,Ammar Ghanem,
Prolongation of Apnea in Obese Patients—Concerns With Rate of Rise of CO2 Jeetinder Kaur Makkar 2017,10.1007/978-1-4419-0184-2_26,0,2011.0,Thoracic Anesthesia for Morbidly Obese Patients and Obese Patients with Obstructive Sleep Apnea,24.776234,10.1213/ane.0000000000002391,10,Jay B. Brodsky,
A COMPARITIVE OF CLONIDINE AND DEXMEDETOMIDINE AS ADJUVANT TO 0.25% BUPIVACAINE IN SUPRACLAVICULAR BRACHIAL PLEXUS BLOCK FOR DURATION OF ACTION AND HAEMODYNAMIC CHANGES Saurabh Singh 2014,10.14260/jemds/2014/3530,1,2014.0,A COMPARITIVE STUDY OF CLONIDINE AND DEXMEDETOMIDINE AS ADJUVANT TO 0.25% BUPIVACAINE IN SUPRACLAVICULAR BRACHIAL PLEXUS BLOCK FOR DURATION OF ACTION AND HAEMODYNAMIC CHANGES,101.5829,10.14260/jemds/2014/3530,1,Saurabh Singh,
A COMPARITIVE OF CLONIDINE AND DEXMEDETOMIDINE AS ADJUVANT TO 0.25% BUPIVACAINE IN SUPRACLAVICULAR BRACHIAL PLEXUS BLOCK FOR DURATION OF ACTION AND HAEMODYNAMIC CHANGES Saurabh Singh 2014,10.21275/sr23418000248,0,2023.0,Comparison of Dexmedetomidine and Clonidine as an Adjuvant to Bupivacaine in Supraclavicular Brachial Plexus Block for Upper Limb Surgeries,82.70597,10.14260/jemds/2014/3530,2,Devulapalli Janardhana Pradeep Subhaprada,
A COMPARITIVE OF CLONIDINE AND DEXMEDETOMIDINE AS ADJUVANT TO 0.25% BUPIVACAINE IN SUPRACLAVICULAR BRACHIAL PLEXUS BLOCK FOR DURATION OF ACTION AND HAEMODYNAMIC CHANGES Saurabh Singh 2014,10.36106/ijsr/0402254,0,2022.0,COMPARISON OF EFFICACY OF DEXMEDETOMIDINE VS CLONIDINE AS AN ADJUVANT TO BUPIVACAINE IN ULTRASOUND GUIDED SUPRACLAVICULAR BRACHIAL PLEXUS BLOCK,75.63476,10.14260/jemds/2014/3530,3,Navdeep Sharma,
A COMPARITIVE OF CLONIDINE AND DEXMEDETOMIDINE AS ADJUVANT TO 0.25% BUPIVACAINE IN SUPRACLAVICULAR BRACHIAL PLEXUS BLOCK FOR DURATION OF ACTION AND HAEMODYNAMIC CHANGES Saurabh Singh 2014,10.21088/ijaa.2349.8471.7220.18,0,2020.0,A Comparative Study of the Efficacy of Dexmedetomidine and Clonidine as an Adjuvant to Bupivacaine in Supraclavicular Brachial Plexus Block,74.24458,10.14260/jemds/2014/3530,4,,
A COMPARITIVE OF CLONIDINE AND DEXMEDETOMIDINE AS ADJUVANT TO 0.25% BUPIVACAINE IN SUPRACLAVICULAR BRACHIAL PLEXUS BLOCK FOR DURATION OF ACTION AND HAEMODYNAMIC CHANGES Saurabh Singh 2014,10.21275/mr221127105345,0,2022.0,Comparison of effects of Dexmedetomidine and Clonidine as Adjuvants to Bupivacaine in Ultrasound Guided Supraclavicular Brachial Plexus Block,73.49241,10.14260/jemds/2014/3530,5,Prajwal Patel,
A COMPARITIVE OF CLONIDINE AND DEXMEDETOMIDINE AS ADJUVANT TO 0.25% BUPIVACAINE IN SUPRACLAVICULAR BRACHIAL PLEXUS BLOCK FOR DURATION OF ACTION AND HAEMODYNAMIC CHANGES Saurabh Singh 2014,10.18535/jmscr/v5i11.221,0,2017.0,Comparison of Dexmedetomidine and Fentanyl as an Adjuvant to 0.25% Bupivacaine in Supraclavicular Brachial Plexus Block,72.09011,10.14260/jemds/2014/3530,6,,
A COMPARITIVE OF CLONIDINE AND DEXMEDETOMIDINE AS ADJUVANT TO 0.25% BUPIVACAINE IN SUPRACLAVICULAR BRACHIAL PLEXUS BLOCK FOR DURATION OF ACTION AND HAEMODYNAMIC CHANGES Saurabh Singh 2014,10.7860/jcdr/2021/49215.15445,0,2021.0,Dexmedetomidine and Clonidine as an Adjuvant to Bupivacaine in Ultrasound Guided Supraclavicular Brachial Plexus Block- A Randomised Clinical Trial,70.34844,10.14260/jemds/2014/3530,7,Yuvaraj Shastri,
A COMPARITIVE OF CLONIDINE AND DEXMEDETOMIDINE AS ADJUVANT TO 0.25% BUPIVACAINE IN SUPRACLAVICULAR BRACHIAL PLEXUS BLOCK FOR DURATION OF ACTION AND HAEMODYNAMIC CHANGES Saurabh Singh 2014,10.21088/ijaa.2349.8471.7420.20,0,2020.0,Comparison of Efficacy of Dexamethasone and Clonidine as an Adjuvant in Supraclavicular Brachial Plexus Block Using 0.5% Bupivacaine in Upper Limb Surgeries,69.93993,10.14260/jemds/2014/3530,8,Swetha Rajoli,
A COMPARITIVE OF CLONIDINE AND DEXMEDETOMIDINE AS ADJUVANT TO 0.25% BUPIVACAINE IN SUPRACLAVICULAR BRACHIAL PLEXUS BLOCK FOR DURATION OF ACTION AND HAEMODYNAMIC CHANGES Saurabh Singh 2014,10.21088/ijaa.2349.8471.7420.6,0,2020.0,A Clinical Comparative Study of Dexmedetomidine and Buprenorphine as an Adjuvant to 0.5% Bupivacaine for Ultrasound Guided Supraclavicular Brachial Plexus Block,69.17515,10.14260/jemds/2014/3530,9,Vinod C N,
A COMPARITIVE OF CLONIDINE AND DEXMEDETOMIDINE AS ADJUVANT TO 0.25% BUPIVACAINE IN SUPRACLAVICULAR BRACHIAL PLEXUS BLOCK FOR DURATION OF ACTION AND HAEMODYNAMIC CHANGES Saurabh Singh 2014,10.29054/apmc/2020.889,0,2020.0,Comparison of Dexmedetomidine and Dexamethasone as Adjuvant to Bupivacaine in Supraclavicular Brachial Plexus Block,66.09714,10.14260/jemds/2014/3530,10,,
"The Hip Fracture Surgery in Elderly Patients (HIPELD) study: protocol for a randomized, controlled trial evaluating the effect of xenon on postoperative delirium in older patients undergoing hip fracture surgery Mark Coburn 2012",10.1186/1745-6215-13-180,1,2012.0,"The Hip Fracture Surgery in Elderly Patients (HIPELD) study: protocol for a randomized, multicenter controlled trial evaluating the effect of xenon on postoperative delirium in older patients undergoing hip fracture surgery",148.56483,10.1186/1745-6215-13-180,1,Mark Coburn,
"The Hip Fracture Surgery in Elderly Patients (HIPELD) study: protocol for a randomized, controlled trial evaluating the effect of xenon on postoperative delirium in older patients undergoing hip fracture surgery Mark Coburn 2012",10.1213/ane.0000000000007869,0,2025.0,Effect of Goal-Directed Intraoperative Blood Pressure Management on Postoperative Delirium in Older Patients Undergoing Hip Fracture Surgery: A Randomized Controlled Trial,84.63359,10.1186/1745-6215-13-180,2,Ziyu Huang,
"The Hip Fracture Surgery in Elderly Patients (HIPELD) study: protocol for a randomized, controlled trial evaluating the effect of xenon on postoperative delirium in older patients undergoing hip fracture surgery Mark Coburn 2012",10.3389/fmed.2026.1763529,0,2026.0,Effect of preoperative warming combined with dexmedetomidine on postoperative delirium in elderly patients undergoing hip fracture surgery: a randomized controlled trial,83.07891,10.1186/1745-6215-13-180,3,Liying Sun,
"The Hip Fracture Surgery in Elderly Patients (HIPELD) study: protocol for a randomized, controlled trial evaluating the effect of xenon on postoperative delirium in older patients undergoing hip fracture surgery Mark Coburn 2012",10.1186/s12916-025-03946-x,0,2025.0,Effect of combination of multiple anti-inflammatory drugs strategy on postoperative delirium among older patients undergoing hip fracture surgery: a pilot randomized controlled trial,82.51262,10.1186/1745-6215-13-180,4,Ayixia Nawan,
"The Hip Fracture Surgery in Elderly Patients (HIPELD) study: protocol for a randomized, controlled trial evaluating the effect of xenon on postoperative delirium in older patients undergoing hip fracture surgery Mark Coburn 2012",10.3389/fmed.2025.1558376,0,2025.0,Effect of transcranial direct current stimulation on postoperative delirium in elderly patients undergoing hip fracture surgery: study protocol for a randomized controlled trial,80.933784,10.1186/1745-6215-13-180,5,Li-Chao Xue,
"The Hip Fracture Surgery in Elderly Patients (HIPELD) study: protocol for a randomized, controlled trial evaluating the effect of xenon on postoperative delirium in older patients undergoing hip fracture surgery Mark Coburn 2012",10.1136/bmjopen-2018-022898,0,2019.0,"Comparison of combined lumbar and sacral plexus block with sedation versus general anaesthesia on postoperative outcomes in elderly patients undergoing hip fracture surgery (CLSB-HIPELD): study protocol for a prospective, multicentre, randomised controlled trial",78.01042,10.1186/1745-6215-13-180,6,Junfeng Zhang,
"The Hip Fracture Surgery in Elderly Patients (HIPELD) study: protocol for a randomized, controlled trial evaluating the effect of xenon on postoperative delirium in older patients undergoing hip fracture surgery Mark Coburn 2012",10.26226/morressier.5b519f6bb1b87b000ecf175e,0,2018.0,THE EFFECT OF REGIONAL VERSUS GENERAL ANAESTHESIA ON POST-OPERATIVE DELIRIUM IN ELDERLY PATIENTS UNDERGOING SURGERY FOR HIP FRACTURE: A SYSTEMATIC REVIEW,77.84166,10.1186/1745-6215-13-180,7,Boyne ['Patel'],
"The Hip Fracture Surgery in Elderly Patients (HIPELD) study: protocol for a randomized, controlled trial evaluating the effect of xenon on postoperative delirium in older patients undergoing hip fracture surgery Mark Coburn 2012",10.1186/s13063-026-09601-x,0,2026.0,"Nocturnal dexmedetomidine infusion versus placebo for prevention of postoperative delirium in elderly patients undergoing hip-fracture surgery: a protocol for a multicentre, randomized, double-blind trial",77.15773,10.1186/1745-6215-13-180,8,Jin-chao Song,
"The Hip Fracture Surgery in Elderly Patients (HIPELD) study: protocol for a randomized, controlled trial evaluating the effect of xenon on postoperative delirium in older patients undergoing hip fracture surgery Mark Coburn 2012",10.1136/bmjopen-2024-092159,0,2025.0,"Effect of intraoperative intravenous esketamine on postoperative delirium in older patients undergoing hip fracture surgery: protocol for a randomised, double-blind, placebo-controlled trial",76.69884,10.1186/1745-6215-13-180,9,Changhui Shao,
"The Hip Fracture Surgery in Elderly Patients (HIPELD) study: protocol for a randomized, controlled trial evaluating the effect of xenon on postoperative delirium in older patients undergoing hip fracture surgery Mark Coburn 2012",10.1136/bmjopen-2017-016937,0,2017.0,Comparison of regional with general anaesthesia on postoperative delirium (RAGA-delirium) in the older patients undergoing hip fracture surgery: study protocol for a multicentre randomised controlled trial,76.55654,10.1186/1745-6215-13-180,10,Ting Li,
The Abuse Blame Game Arthur G. Lipman 2016,10.3109/15360288.2015.1137379,1,2016.0,The Opioid Abuse Blame Game,39.146435,10.3109/15360288.2015.1137379,1,Arthur G. Lipman,
The Abuse Blame Game Arthur G. Lipman 2016,10.3109/15360288.2014.1004012,0,2015.0,"Opioid Abuse, Politicians and Blame",27.363766,10.3109/15360288.2015.1137379,2,Arthur G. Lipman,
The Abuse Blame Game Arthur G. Lipman 2016,10.1515/9781400836819.24,0,2010.0,Chapter 2. Players in the Blame Game: Inside the World of Blame Avoidance,25.928768,10.3109/15360288.2015.1137379,3,,
The Abuse Blame Game Arthur G. Lipman 2016,10.4324/9780203977552-18,0,2005.0,Beyond blame,25.76683,10.3109/15360288.2015.1137379,4,,
The Abuse Blame Game Arthur G. Lipman 2016,10.1111/j.1526-4637.2001.1036-2.x,0,2008.0,"Opinion #1: Arthur Lipman, PharmD",25.64368,10.3109/15360288.2015.1137379,5,Arthur Lipman,
The Abuse Blame Game Arthur G. Lipman 2016,10.1057/9781137341808.0007,0,,The Blame Game,25.48698,10.3109/15360288.2015.1137379,6,,
The Abuse Blame Game Arthur G. Lipman 2016,10.7551/mitpress/10651.003.0008,0,2016.0,Imperialism and the Desert Blame Game,25.347795,10.3109/15360288.2015.1137379,7,,
The Abuse Blame Game Arthur G. Lipman 2016,10.64628/aa.7fayrp3fj,0,2016.0,Blame game rages as Culleton quits Pauline Hanson’s One Nation,25.203892,10.3109/15360288.2015.1137379,8,Michelle Grattan,
The Abuse Blame Game Arthur G. Lipman 2016,10.1046/j.1526-4637.2001.01036-2.x,0,2001.0,"Opinion #1: Arthur Lipman, PharmD",25.10757,10.3109/15360288.2015.1137379,9,Arthur Lipman,
The Abuse Blame Game Arthur G. Lipman 2016,10.4324/9781351168441-2,0,2024.0,The beginning of the blame game,25.04756,10.3109/15360288.2015.1137379,10,Annika Mombauer,
Cancer and Pregnancy: A Review Frederic Ivan L. Ting 2021,10.1055/s-0041-1729348,1,2021.0,Breast Cancer and Pregnancy: A Review,27.584967,10.1055/s-0041-1729348,1,Frederic Ivan L. Ting,
Cancer and Pregnancy: A Review Frederic Ivan L. Ting 2021,10.1111/odi.13985/v1/review1,0,2021.0,"Review for ""Clinical outcomes in relapsed oropharyngeal cancer after definitive (chemo) radiotherapy""",23.75364,10.1055/s-0041-1729348,2,,
Cancer and Pregnancy: A Review Frederic Ivan L. Ting 2021,10.59652/jetm.v3i1.470,0,2025.0,The FREDERIC TING Model in Health Professions Education,23.321178,10.1055/s-0041-1729348,3,Frederic Ivan L. Ting,
Cancer and Pregnancy: A Review Frederic Ivan L. Ting 2021,10.15406/jcpcr.2024.15.00542,0,2024.0,Hepatocellular carcinoma presenting as a posterior thoracic mass: a case report,23.251898,10.1055/s-0041-1729348,4,Frederic Ivan L Ting,
Cancer and Pregnancy: A Review Frederic Ivan L. Ting 2021,10.17650/1726-9776-2021-17-3-165-168,0,2021.0,"Irene Joliot-Curie, Frederic Joliot-Curie",21.645567,10.1055/s-0041-1729348,5,O. B. Karyakin,
Cancer and Pregnancy: A Review Frederic Ivan L. Ting 2021,10.1111/febs.15690/v1/review2,0,2020.0,"Review for ""Translation initiation and its relevance in colorectal cancer""",21.27449,10.1055/s-0041-1729348,6,,
Cancer and Pregnancy: A Review Frederic Ivan L. Ting 2021,10.1097/md.0000000000024229,0,2021.0,Dichorionic twin pregnancy with sirenomelia and chromosomal anomaly in 1 fetus,20.18708,10.1055/s-0041-1729348,7,Yuan Ting,
Cancer and Pregnancy: A Review Frederic Ivan L. Ting 2021,10.21203/rs.3.rs-507502/v1,0,2021.0,The Effect of Preserving Pregnancy in Cervical Cancer Diagnosed During Pregnancy: A Retrospective Study,20.168337,10.1055/s-0041-1729348,8,Zuoxi He,
Cancer and Pregnancy: A Review Frederic Ivan L. Ting 2021,10.1515/9781644695883-013,0,2021.0,"11. Eisenstein’s Ivan, Neuberger’s Ivan, Ivan’s Ivan",19.848541,10.1055/s-0041-1729348,9,,
Cancer and Pregnancy: A Review Frederic Ivan L. Ting 2021,10.2307/j.ctv1zjg9bm.15,0,2021.0,"Eisenstein’s Ivan, Neuberger’s Ivan, Ivan’s Ivan",19.80211,10.1055/s-0041-1729348,10,,
Surgery for stage endometrial carcinoma in the obese patient E. Leblanc 2016,10.4103/2454-6798.197373,1,2016.0,Surgery for early stage endometrial carcinoma in the obese patient,47.756474,10.4103/2454-6798.197373,1,E. Leblanc,
Surgery for stage endometrial carcinoma in the obese patient E. Leblanc 2016,10.1016/j.ygyno.2016.10.010,0,2016.0,"Fluorescence-assisted sentinel (SND) and pelvic node dissections by single-port transvaginal laparoscopic surgery, for the management of an endometrial carcinoma (EC) in an elderly obese patient",38.7657,10.4103/2454-6798.197373,2,Eric Leblanc,
Surgery for stage endometrial carcinoma in the obese patient E. Leblanc 2016,10.53347/rid-41693,0,2016.0,Endometrial carcinoma - FIGO stage 1a,32.839478,10.4103/2454-6798.197373,3,Radiopaedia admin,
Surgery for stage endometrial carcinoma in the obese patient E. Leblanc 2016,10.26226/morressier.5770e29ed462b80290b4c72e,0,2016.0,Role of surgical staging in clinical stage 1 low grade endometrial carcinoma,29.668957,10.4103/2454-6798.197373,4,Tien Le,
Surgery for stage endometrial carcinoma in the obese patient E. Leblanc 2016,10.1159/000412284,0,,Prognostic Factors of Stage I Endometrial Carcinoma Treated by Surgery,29.489618,10.4103/2454-6798.197373,5,M. Bolla,
Surgery for stage endometrial carcinoma in the obese patient E. Leblanc 2016,10.26226/morressier.5770e29ed462b80290b4c729,0,2016.0,Impact of adjuvant multimodal therapy and extended staging in stage 3 endometrial carcinoma,29.202257,10.4103/2454-6798.197373,6,Tien Le,
Surgery for stage endometrial carcinoma in the obese patient E. Leblanc 2016,10.31525/ct1-nct04278183,0,2020.0,Laparoscopic Hysterectomy and Weight Loss Surgery in Obese Patients With Endometrial Carcinoma/Intraepithelial Neoplasia,28.83475,10.4103/2454-6798.197373,7,,
Surgery for stage endometrial carcinoma in the obese patient E. Leblanc 2016,10.26226/morressier.5b519f6cb1b87b000ecf17f2,0,2018.0,ANESTHETIC APPROACH OF A MORBIDLY OBESE PATIENT UNDERGOING SINGLE- STAGE BILATERAL THORACIC SURGERY.,28.817093,10.4103/2454-6798.197373,8,Siampalioti Athina,
Surgery for stage endometrial carcinoma in the obese patient E. Leblanc 2016,10.21873/anticanres.12372,0,2018.0,Combined Oocyte Retrieval and Robot-assisted Hysterectomy in a Super Morbidly Obese Patient with Endometrial Carcinoma,28.751621,10.4103/2454-6798.197373,9,,
Surgery for stage endometrial carcinoma in the obese patient E. Leblanc 2016,10.31525/ct1-nct04240730,0,2020.0,Transvaginal Natural Orifice Endoscopic Surgery (v-NOTES) for Extremely Obese Patients With Early-stage Endometrial Cancer,28.477581,10.4103/2454-6798.197373,10,,
An study of abdominal organ involvement detected by ultrasound and computed tomography in children suffering from lymphoreticular malignancy at a tertiary care hospital in Eastern India Abhiram Chakrabarti 2016,10.4103/2454-6798.180591,1,2016.0,An observational study of abdominal organ involvement detected by ultrasound and computed tomography in children suffering from lymphoreticular malignancy at a tertiary care hospital in Eastern India,104.847176,10.4103/2454-6798.180591,1,Abhiram Chakrabarti,
An study of abdominal organ involvement detected by ultrasound and computed tomography in children suffering from lymphoreticular malignancy at a tertiary care hospital in Eastern India Abhiram Chakrabarti 2016,10.26611/10131011,0,2019.0,Role of multidetector computed tomography in assessment blunt abdominal trauma in a tertiary care hospital,43.322998,10.4103/2454-6798.180591,2,,
An study of abdominal organ involvement detected by ultrasound and computed tomography in children suffering from lymphoreticular malignancy at a tertiary care hospital in Eastern India Abhiram Chakrabarti 2016,10.21276/ijcmsr.2018.3.4.18,0,2018.0,A Prospective Study among Patients with Chronic Headache and Relation with Computed Tomography Findings attending a Tertiary Care Hospital of South India,42.945824,10.4103/2454-6798.180591,3,Prashanth Thimme Gowda,
An study of abdominal organ involvement detected by ultrasound and computed tomography in children suffering from lymphoreticular malignancy at a tertiary care hospital in Eastern India Abhiram Chakrabarti 2016,10.15373/22778179/feb2014/119,0,2012.0,"The Role of Computed Tomography in management of Blunt Abdominal Trauma conducted at Government tertiary hospital, Western India : A prospective observational study",41.222797,10.4103/2454-6798.180591,4,,
An study of abdominal organ involvement detected by ultrasound and computed tomography in children suffering from lymphoreticular malignancy at a tertiary care hospital in Eastern India Abhiram Chakrabarti 2016,10.5005/jp-journals-10071-25163,0,2026.0,An Observational Study on Diagnostic Accuracy of Lung Ultrasound Compared to High-resolution Computed Tomography Scan of Thorax in Patients Admitted with Respiratory Problems to Critical Care Unit of a Tertiary Care Hospital in Eastern India,39.964424,10.4103/2454-6798.180591,5,Antara Dhenki,
An study of abdominal organ involvement detected by ultrasound and computed tomography in children suffering from lymphoreticular malignancy at a tertiary care hospital in Eastern India Abhiram Chakrabarti 2016,10.18535/jmscr/v8i2.129,0,2020.0,Clinical Profile and Neurodevelopmental Outcome of Neonatal Sepsis in a Tertiary Care Children Hospital from Eastern India,39.882072,10.4103/2454-6798.180591,6,,
An study of abdominal organ involvement detected by ultrasound and computed tomography in children suffering from lymphoreticular malignancy at a tertiary care hospital in Eastern India Abhiram Chakrabarti 2016,10.21275/sr24314190225,0,2024.0,Study of Ovarian Reserve Parameters among Women Suffering from Secondary Subfertility Presenting in Infertility Clinic in a Tertiary Health Care Centre in Eastern India: A Prospective Observational Study,39.609657,10.4103/2454-6798.180591,7,Shreeja Singh Ankit Kumar,
An study of abdominal organ involvement detected by ultrasound and computed tomography in children suffering from lymphoreticular malignancy at a tertiary care hospital in Eastern India Abhiram Chakrabarti 2016,10.21276/apjhs.2019.6.3.2,0,2019.0,Evaluation of paranasal sinus diseases by computed tomography- A tertiary care hospital based study,39.59912,10.4103/2454-6798.180591,8,Bidhan Ray,
An study of abdominal organ involvement detected by ultrasound and computed tomography in children suffering from lymphoreticular malignancy at a tertiary care hospital in Eastern India Abhiram Chakrabarti 2016,10.18535/jmscr/v7i4.56,0,2019.0,Clinico-epidemiological profile of hemolytic anemia in children from a single center in a tertiary care hospital at eastern India,39.350437,10.4103/2454-6798.180591,9,,
An study of abdominal organ involvement detected by ultrasound and computed tomography in children suffering from lymphoreticular malignancy at a tertiary care hospital in Eastern India Abhiram Chakrabarti 2016,10.18203/2349-3291.ijcp20254185,0,2025.0,Adenoviral infection in children with multisystem involvement: a case series from a tertiary care hospital in Eastern India,39.349422,10.4103/2454-6798.180591,10,Yoshita Kuhu,
Allocating Information Richard Holden 2022,10.3386/w29846,0,2022.0,Allocating Scarce Information,37.526215,10.2139/ssrn.4056799,1,Richard Holden,
Allocating Information Richard Holden 2022,10.2139/ssrn.4058511,0,2022.0,Allocating Scarce Information,33.4634,10.2139/ssrn.4056799,2,Richard Holden,
Allocating Information Richard Holden 2022,10.2139/ssrn.4056799,1,2022.0,Allocating Scarce Information,33.312485,10.2139/ssrn.4056799,3,Richard Holden,
Allocating Information Richard Holden 2022,10.1257/rct.9109,0,2022.0,Friends Don't Lie: Allocating Jobs via Peer Information,22.448132,10.2139/ssrn.4056799,4,Mark Walsh,
Allocating Information Richard Holden 2022,10.1257/rct.9109-1.0,0,2022.0,Friends Don't Lie: Allocating Jobs via Peer Information,22.42899,10.2139/ssrn.4056799,5,Mark Walsh,
Allocating Information Richard Holden 2022,10.2307/j.ctvg8p50m.8,0,1996.0,RICHARD STRAUSS:,21.952026,10.2139/ssrn.4056799,6,RAYMOND HOLDEN,
Allocating Information Richard Holden 2022,10.2307/j.ctvg8p50m.6,0,1996.0,RICHARD STRAUSS:,21.91789,10.2139/ssrn.4056799,7,RAYMOND HOLDEN,
Allocating Information Richard Holden 2022,10.1093/ww/9780199540884.013.u170247,0,2007.0,"Webb, Lt-Gen. Sir Richard (James Holden), (21 Dec. 1919–24 Jan. 1990)",21.781599,10.2139/ssrn.4056799,8,,
Allocating Information Richard Holden 2022,10.2307/j.ctvg8p316.5,0,1996.0,RICHARD STRAUSS’ PERFORMING VERSION OF IDOMENEO,21.667587,10.2139/ssrn.4056799,9,RAYMOND HOLDEN,
Allocating Information Richard Holden 2022,10.1093/ww/9780199540884.013.u293996,0,2020.0,"Holden, Richard John, (born 11 March 1985), MP (C) North West Durham, since 2019",21.57242,10.2139/ssrn.4056799,10,,
