query,source,candidate_id,label,candidate_year,candidate_title,true_id,candidate_rank,candidate_author,query_author,journal,title_similarity,title_token_set_similarity,query_year,year_difference,first_author_similarity
"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11) 2022",crossref,10.1515/9781501504211-204,0,2020.0,Notes,10.1515/jelf-2022-2066,8,,Miyuki Takino,Identity and Pragmatic Language Use,6.896551724137934,6.896551724137936,2022.0,2.0,25.0
"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11) 2022",crossref,10.1515/9781501504211-fm,0,2020.0,Frontmatter,10.1515/jelf-2022-2066,9,,Miyuki Takino,Identity and Pragmatic Language Use,13.245033112582782,13.245033112582774,2022.0,2.0,25.0
"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11) 2022",crossref,10.1515/9781501504211-202,0,2020.0,Acknowledgements,10.1515/jelf-2022-2066,10,,Miyuki Takino,Identity and Pragmatic Language Use,12.82051282051282,12.820512820512818,2022.0,2.0,25.0
Sports Talent Identification and Selection in Korea 2014,crossref,10.24985/ijass.2014.26.2.99,1,2014.0,Sports Talent Identification and Selection in Korea,10.24985/ijass.2014.26.2.99,1,Byounggoo Ko,Byounggoo Ko,IJASS(International Journal of Applied Sports Sciences),95.32710280373831,100.0,2014.0,0.0,100.0
Sports Talent Identification and Selection in Korea 2014,crossref,10.4324/9781315796253-26,0,2014.0,Talent identification and talent transfer,10.24985/ijass.2014.26.2.99,2,,Byounggoo Ko,Foundations of Sports Coaching,49.48453608247423,65.97938144329896,2014.0,0.0,13.33333333333333
Sports Talent Identification and Selection in Korea 2014,crossref,10.1007/s40279-014-0221-7,0,2014.0,Conventional and Genetic Talent Identification in Sports: Will Recent Developments Trace Talent?,10.24985/ijass.2014.26.2.99,3,Sarah Breitbach,Byounggoo Ko,Sports Medicine,52.63157894736843,66.66666666666666,2014.0,0.0,14.814814814814813
Sports Talent Identification and Selection in Korea 2014,crossref,10.1080/02640414.2014.908322,0,2014.0,Initial identification &amp; selection bias versus the eventual confirmation of talent: evidence for the benefits of a rocky road?,10.24985/ijass.2014.26.2.99,4,Neil McCarthy,Byounggoo Ko,Journal of Sports Sciences,39.784946236559136,41.340782122905026,2014.0,0.0,16.000000000000004
Sports Talent Identification and Selection in Korea 2014,crossref,10.1177/17479541261427009,0,2026.0,"Talent identification, talent selection, and talent development of early- and late-maturing players at a Norwegian elite soccer academy",10.24985/ijass.2014.26.2.99,5,Elias Williksen,Byounggoo Ko,International Journal of Sports Science &amp; Coaching,39.79057591623037,46.666666666666664,2014.0,12.0,7.4074074074074066
Sports Talent Identification and Selection in Korea 2014,crossref,10.23736/s0022-4707.25.16996-x,0,2025.0,A qualitative study of talent identification and selection in youth soccer: talent scouts' perceptions,10.24985/ijass.2014.26.2.99,6,Walter STEENBOK,Byounggoo Ko,The Journal of Sports Medicine and Physical Fitness,53.16455696202531,59.602649006622514,2014.0,11.0,14.814814814814813
Sports Talent Identification and Selection in Korea 2014,crossref,10.1080/02640414.2014.964290,0,2014.0,Talent identification and selection process of outfield players and goalkeepers in a professional soccer club,10.24985/ijass.2014.26.2.99,7,Susana María Gil,Byounggoo Ko,Journal of Sports Sciences,37.57575757575757,55.900621118012424,2014.0,0.0,14.28571428571429
Sports Talent Identification and Selection in Korea 2014,crossref,10.14195/978-989-26-1169-3_8,0,,Physiological and functional characteristics of adolescent athletes in several sports: impications for talent identification,10.24985/ijass.2014.26.2.99,8,Vaclav Bunc,Byounggoo Ko,"Youth Sports: growth, maturation and talent",36.66666666666667,44.44444444444444,2014.0,,34.78260869565217
Sports Talent Identification and Selection in Korea 2014,crossref,10.14195/978-989-26-0506-7_8,0,2010.0,Physiological and functional characteristics of adolescent athletes in several sports: impications for talent identification,10.24985/ijass.2014.26.2.99,9,Vaclav Bunc,Byounggoo Ko,"Youth sports: growth, maturation and talent",36.66666666666667,44.44444444444444,2014.0,4.0,34.78260869565217
Sports Talent Identification and Selection in Korea 2014,crossref,10.5005/jp/books/11694_13,0,2012.0,Identification of Talent in Sports,10.24985/ijass.2014.26.2.99,10,Swapan Dey,Byounggoo Ko,A Textbook of Sports and Exercise Physiology,68.88888888888889,95.38461538461539,2014.0,2.0,18.181818181818176
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity 2016,crossref,10.1515/jnet-2015-0064,1,2016.0,Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity,10.1515/jnet-2015-0064,1,Antonio Brasiello,Antonio Brasiello,Journal of Non-Equilibrium Thermodynamics,97.14285714285714,100.0,2016.0,0.0,100.0
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity 2016,crossref,10.1103/physrevx.12.021004,0,2022.0,Extended Poisson-Kac Theory: A Unifying Framework for Stochastic Processes with Finite Propagation Velocity,10.1515/jnet-2015-0064,2,Massimiliano Giona,Antonio Brasiello,Physical Review X,67.00507614213198,74.11167512690355,2016.0,6.0,45.714285714285715
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity 2016,crossref,10.3390/e24020201,0,2022.0,Spectral Properties of Stochastic Processes Possessing Finite Propagation Velocity,10.1515/jnet-2015-0064,3,Massimiliano Giona,Antonio Brasiello,Entropy,72.09302325581395,86.11111111111111,2016.0,6.0,45.714285714285715
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity 2016,crossref,10.1063/1.5045963,0,2018.0,Application of the theory of stochastic processes possessing finite propagation velocity to transport problems in polymeric systems,10.1515/jnet-2015-0064,4,Antonio Brasiello,Antonio Brasiello,AIP Conference Proceedings,54.29864253393666,57.79816513761468,2016.0,2.0,100.0
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity 2016,crossref,10.1002/9781119307488.ch3,0,2016.0,Doubly Stochastic Marked Poisson Processes,10.1515/jnet-2015-0064,5,,Antonio Brasiello,Degradation Processes in Reliability,48.484848484848484,64.51612903225806,2016.0,0.0,19.999999999999996
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity 2016,crossref,10.3390/gels7010032,0,2021.0,Swelling and Drug Release in Polymers through the Theory of Poisson–Kac Stochastic Processes,10.1515/jnet-2015-0064,6,Alessandra Adrover,Antonio Brasiello,Gels,54.94505494505495,60.43956043956044,2016.0,5.0,28.57142857142857
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity 2016,crossref,10.1016/s0304-4149(01)00076-x,0,2001.0,Lyapunov exponents of Poisson shot-noise velocity fields,10.1515/jnet-2015-0064,7,Mine Çag̃lar,Antonio Brasiello,Stochastic Processes and their Applications,41.0958904109589,45.205479452054796,2016.0,15.0,27.586206896551722
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity 2016,crossref,10.1002/9781118740712.ch6,0,2016.0,Poisson Process,10.1515/jnet-2015-0064,8,,Antonio Brasiello,Introduction to Stochastic Processes With R,28.57142857142857,28.57142857142857,2016.0,0.0,19.999999999999996
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity 2016,crossref,10.1007/978-3-319-05233-5_1,0,2016.0,Stochastic Analysis for Poisson Processes,10.1515/jnet-2015-0064,9,Günter Last,Antonio Brasiello,Bocconi &amp; Springer Series,51.908396946564885,65.57377049180329,2016.0,0.0,35.71428571428571
Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity 2016,crossref,10.1016/j.spa.2017.04.007,0,2018.0,"A sharp first order analysis of Feynman–Kac particle models, Part I: Propagation of chaos",10.1515/jnet-2015-0064,10,Pierre Del Moral,Antonio Brasiello,Stochastic Processes and their Applications,41.340782122905026,45.45454545454545,2016.0,2.0,30.303030303030297
An Infinite Hidden Markov Model with Stochastic Volatility 2022,crossref,10.2139/ssrn.4069359,1,2022.0,An Infinite Hidden Markov Model with Stochastic Volatility,10.2139/ssrn.4069359,1,Chenxing Li,Chenxing Li,SSRN Electronic Journal,95.86776859504133,100.0,2022.0,0.0,100.0
An Infinite Hidden Markov Model with Stochastic Volatility 2022,crossref,10.1002/for.3123,0,2024.0,An infinite hidden Markov model with stochastic volatility,10.2139/ssrn.4069359,2,Chenxing Li,Chenxing Li,Journal of Forecasting,76.03305785123968,87.60330578512396,2022.0,2.0,100.0
An Infinite Hidden Markov Model with Stochastic Volatility 2022,crossref,10.2139/ssrn.5580230,0,2025.0,Modeling Financial Volatility with Hidden Markov and Stochastic Volatility Models,10.2139/ssrn.4069359,3,Jeremy Duriez,Chenxing Li,SSRN Electronic Journal,66.66666666666667,77.66990291262135,2022.0,3.0,16.666666666666664
An Infinite Hidden Markov Model with Stochastic Volatility 2022,crossref,10.32657/10356/20675,0,,A new hidden Markov-switching volatility model,10.2139/ssrn.4069359,4,Xin Yi Liu,Chenxing Li,,44.03669724770643,44.03669724770642,2022.0,,38.095238095238095
An Infinite Hidden Markov Model with Stochastic Volatility 2022,crossref,10.5351/kjas.2023.36.1.085,0,2023.0,Hidden Markov model with stochastic volatility for estimating bitcoin price volatility,10.2139/ssrn.4069359,5,Tae Hyun Kang,Chenxing Li,Korean Journal of Applied Statistics,57.71812080536913,69.56521739130434,2022.0,1.0,33.333333333333336
An Infinite Hidden Markov Model with Stochastic Volatility 2022,crossref,10.1007/978-0-387-84854-9_1,0,,Hidden Markov Model Processing,10.2139/ssrn.4069359,6,,Chenxing Li,Stochastic Modelling and Applied Probability,51.61290322580645,77.55102040816327,2022.0,,28.57142857142857
An Infinite Hidden Markov Model with Stochastic Volatility 2022,crossref,10.1007/978-1-4899-7442-6_2,0,2014.0,Stochastic Volatility or Stochastic Central Tendency: Evidence from a Hidden Markov Model of the Short-Term Interest Rate,10.2139/ssrn.4069359,7,Craig A. Wilson,Chenxing Li,International Series in Operations Research &amp; Management Science,56.52173913043479,78.84615384615384,2022.0,8.0,38.46153846153846
An Infinite Hidden Markov Model with Stochastic Volatility 2022,crossref,10.5351/kjas.2022.35.4.501,0,2022.0,Maximum likelihood estimation of stochastic volatility models with leverage effect and fat-tailed distribution using hidden Markov model approximation,10.2139/ssrn.4069359,8,TaeHyung Kim,Chenxing Li,Korean Journal of Applied Statistics,43.1924882629108,46.948356807511736,2022.0,0.0,26.086956521739136
An Infinite Hidden Markov Model with Stochastic Volatility 2022,crossref,10.32469/10355/4795,0,,Volatility estimation and price prediction using a hidden Markov model with empirical study,10.2139/ssrn.4069359,9,Pei Yin,Chenxing Li,,37.66233766233766,57.142857142857146,2022.0,,44.44444444444444
An Infinite Hidden Markov Model with Stochastic Volatility 2022,crossref,10.1016/j.spa.2024.104381,0,2024.0,Volatility estimation of hidden Markov processes and adaptive filtration,10.2139/ssrn.4069359,10,Yury A. Kutoyants,Chenxing Li,Stochastic Processes and their Applications,32.592592592592595,51.851851851851855,2022.0,2.0,14.28571428571429
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey 2022,crossref,10.1515/jpem-2022-0300,1,2022.0,Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey,10.1515/jpem-2022-0300,1,Ugo N. Chikani,Ugo N. Chikani,Journal of Pediatric Endocrinology and Metabolism,97.79735682819384,100.0,2022.0,0.0,100.0
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey 2022,crossref,10.4314/njp.v49i1.12,0,2022.0,"Paediatric endocrine disorders at a tertiary hospital in Lagos, Nigeria",10.1515/jpem-2022-0300,2,Ibironke Jadesola Akinola,Ugo N. Chikani,Nigerian Journal of Paediatrics,58.82352941176471,64.13043478260869,2022.0,0.0,25.64102564102564
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey 2022,crossref,10.4314/tjhc.v29i4.3,0,2022.0,Drug utilization pattern among paediatric asthma patients attending the respiratory clinic of a Nigerian tertiary hospital: a five-year retrospective survey,10.1515/jpem-2022-0300,3,K. C. Amorha,Ugo N. Chikani,Tropical Journal of Health Sciences,53.67647058823529,58.42696629213483,2022.0,0.0,38.46153846153846
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey 2022,crossref,10.58539/jnids.2023.2108,0,2023.0,Pattern of Presentation of Monkey Pox Disease in a Nigerian Tertiary Hospital.,10.1515/jpem-2022-0300,4,Chika-Igwenyi,Ugo N. Chikani,Journal of the Nigerian Infectious Diseases Society,44.329896907216494,60.638297872340424,2022.0,1.0,51.85185185185186
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey 2022,crossref,10.47837/cmj.19770126.nma.2017512161,0,2017.0,PATTERN OF PAEDIATRIC ENDOCRINE DISORDERS AS SEEN AT A TERTIARY HEALTH FACILITY IN SOKOTO OVER A 4 -YEAR PERIOD,10.1515/jpem-2022-0300,5,Ugege MO,Ugo N. Chikani,Caliphate Medical Journal,14.09691629955947,13.513513513513516,2022.0,5.0,27.27272727272727
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey 2022,crossref,10.4103/njm.njm_36_22,0,2022.0,Erratum,10.1515/jpem-2022-0300,6,,Ugo N. Chikani,Nigerian Journal of Medicine,8.130081300813007,8.333333333333329,2022.0,0.0,23.529411764705888
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey 2022,crossref,10.33140/jgrm/02/01/00004,0,2018.0,A Five-Year Survey of Cervical Cerclage at a Nigerian Tertiary Hospital,10.1515/jpem-2022-0300,7,,Ugo N. Chikani,Journal of Gynecology &amp; Reproductive Medicine,39.57219251336899,50.0,2022.0,4.0,23.529411764705888
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey 2022,crossref,10.4314/njp.v41i4.5,0,2014.0,Paediatric endocrine disorders as seen at the University of Benin Teaching Hospital over a ten-year period,10.1515/jpem-2022-0300,8,AN Onyiriuka,Ugo N. Chikani,Nigerian Journal of Paediatrics,49.54954954954955,55.70776255707762,2022.0,8.0,23.076923076923073
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey 2022,crossref,10.4314/ijmu.v11i2.6,0,2016.0,Pattern of gunshot deaths in a Nigerian Tertiary Health Institution,10.1515/jpem-2022-0300,9,UO Eze,Ugo N. Chikani,Internet Journal of Medical Update - EJOURNAL,40.43715846994536,55.55555555555556,2022.0,6.0,19.999999999999996
Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey 2022,crossref,10.21037/ajo.2018.05.02,0,2018.0,"Recurrent thyroglossal duct cysts: a 15-year review of presentation, management and outcomes from a tertiary paediatric institution",10.1515/jpem-2022-0300,10,Luke M. O’Neil,Ugo N. Chikani,Australian Journal of Otolaryngology,63.1578947368421,62.8099173553719,2022.0,4.0,28.57142857142857
空间站冷原子柜超高真空腔内射频天线的研制 2023,crossref,10.3788/cjl220713,1,2023.0,空间站冷原子柜超高真空腔内射频天线的研制,10.3788/cjl220713,1,谢昱 Xie Yu,谢昱 Xie Yu,Chinese Journal of Lasers,88.88888888888889,100.0,2023.0,0.0,100.0
空间站冷原子柜超高真空腔内射频天线的研制 2023,crossref,10.37155/2717-5170-0801-14,0,2026.0,真空焊箱温度控制系统的PID参数优化研究,10.3788/cjl220713,2,超 高,谢昱 Xie Yu,电子通信与计算机科学,17.777777777777782,17.77777777777777,2023.0,3.0,16.666666666666664
空间站冷原子柜超高真空腔内射频天线的研制 2023,crossref,10.33142/ec.v2i6.396,0,2019.0,高压变频器采用空水冷在水泵站的应用,10.3788/cjl220713,3,晓娇 孙,谢昱 Xie Yu,工程建设,14.28571428571429,14.285714285714292,2023.0,4.0,15.384615384615385
空间站冷原子柜超高真空腔内射频天线的研制 2023,crossref,10.1360/ze2012-42-1-57,0,2012.0,封闭空间内空气自然对流的非线性特性的实验研究,10.3788/cjl220713,4,利 白,谢昱 Xie Yu,SCIENTIA SINICA Technologica,25.531914893617024,25.531914893617028,2023.0,11.0,16.666666666666664
空间站冷原子柜超高真空腔内射频天线的研制 2023,crossref,10.37155/2717-5197-0504-15,0,2023.0,真空贮槽环形空间尺寸测量工装的发明及应用,10.3788/cjl220713,5,万 成,谢昱 Xie Yu,机械与电子控制工程,13.33333333333333,13.333333333333329,2023.0,0.0,16.666666666666664
空间站冷原子柜超高真空腔内射频天线的研制 2023,crossref,10.3788/col20100808.0735,0,2010.0,利用对射原子团的空间冷原子钟,10.3788/cjl220713,6,Desheng Lv,谢昱 Xie Yu,Chinese Optics Letters,25.64102564102564,25.641025641025635,2023.0,13.0,21.052631578947366
空间站冷原子柜超高真空腔内射频天线的研制 2023,crossref,10.3788/lop20084502.0011,0,2008.0,光诱导光子晶格中非线性空间频谱整形和带隙孤子串的实现,10.3788/cjl220713,7,楼慈波 楼慈波,谢昱 Xie Yu,Laser &amp; Optoelectronics Progress,15.686274509803921,15.686274509803923,2023.0,15.0,12.5
空间站冷原子柜超高真空腔内射频天线的研制 2023,crossref,10.18356/22203583-2023-2-3,0,2023.0,第三空间，真正的公民空间,10.3788/cjl220713,8,,谢昱 Xie Yu,Jiaokewen zuzhi xinshi,21.62162162162162,21.621621621621628,2023.0,0.0,0.0
空间站冷原子柜超高真空腔内射频天线的研制 2023,crossref,10.12677/japc.2026.151003,0,2026.0,Preparation and Application Advances in Sky Radiative Cooling Technology,10.3788/cjl220713,9,孝雪 邹,谢昱 Xie Yu,Journal of Advances in Physical Chemistry,2.0618556701030966,2.0618556701030997,2023.0,3.0,15.384615384615385
空间站冷原子柜超高真空腔内射频天线的研制 2023,crossref,10.37155/2717-5170-0701-34,0,2025.0,无线电广播发射天线的多频段特性与辐射效率研究,10.3788/cjl220713,10,迟玉强,谢昱 Xie Yu,电子通信与计算机科学,21.276595744680847,21.276595744680847,2023.0,2.0,0.0
DESPOJOS Y DESPLAZAMIENTO DE LAS FAMILIAS CAMPESINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VALOR DE USO Y VALOR DE CAMBIO 2020,crossref,10.33871/26747170.2020.2.1.3354,1,2020.0,DESPOJOS Y DESPLAZAMIENTO DE LAS FAMILIAS CAMPESINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VALOR DE USO Y VALOR DE CAMBIO,10.33871/26747170.2020.2.1.3354,1,Paulo Sacchi,Paulo Sacchi,Revista Americana de Empreendedorismo e Inovação,98.66666666666667,100.0,2020.0,0.0,100.0
DESPOJOS Y DESPLAZAMIENTO DE LAS FAMILIAS CAMPESINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VALOR DE USO Y VALOR DE CAMBIO 2020,crossref,10.1016/j.enfcli.2020.10.002,0,2020.0,El valor de las enfermeras en tiempos de COVID: una mirada desde la Salud Pública,10.33871/26747170.2020.2.1.3354,2,María Antonia Font Oliver,Paulo Sacchi,Enfermería Clínica,15.498154981549817,16.26016260162602,2020.0,0.0,27.027027027027028
DESPOJOS Y DESPLAZAMIENTO DE LAS FAMILIAS CAMPESINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VALOR DE USO Y VALOR DE CAMBIO 2020,crossref,10.53995/97895852996722,0,2020.0,Narrativas del miedo: las emociones que acompañan a las familias en su vida cotidiana,10.33871/26747170.2020.2.1.3354,3,Diana María González Bedoya,Paulo Sacchi,"El arte de investigar con niños, niñas y familias. El valor de los relatos cotidianos en la investigación social.Tomo 1",10.909090909090914,11.244979919678713,2020.0,0.0,20.512820512820518
DESPOJOS Y DESPLAZAMIENTO DE LAS FAMILIAS CAMPESINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VALOR DE USO Y VALOR DE CAMBIO 2020,crossref,10.18356/9789211065459c014,0,2025.0,"Tabla de países con el desglose para cada uno del valor del indicador ODS 6.5.2, del valor de las cuencas fluviales y lacustres y del valor del acuífero",10.33871/26747170.2020.2.1.3354,4,,Paulo Sacchi,"Avances en la Cooperación en materia de Aguas Transfronterizas: Estado intermedio del indicador 6.5.2 de los ODS, centrado especialmente en el cambio climático, 2024",17.543859649122805,16.724738675958193,2020.0,5.0,13.33333333333333
DESPOJOS Y DESPLAZAMIENTO DE LAS FAMILIAS CAMPESINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VALOR DE USO Y VALOR DE CAMBIO 2020,crossref,10.4995/thesis/10251/152483,0,,Apropiación y puesta en valor del patrimonio cultural inmaterial en los festivales de folklore: una mirada desde la gestión artística en música - danza.,10.33871/26747170.2020.2.1.3354,5,Javier Alfonso Gómez Chavarro,Paulo Sacchi,,14.619883040935678,14.649681528662427,2020.0,,24.390243902439025
DESPOJOS Y DESPLAZAMIENTO DE LAS FAMILIAS CAMPESINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VALOR DE USO Y VALOR DE CAMBIO 2020,crossref,10.15425/2017.218,0,2019.0,Laberintos y despojos: análisis del proceso de implementación de la ley de víctimas y restitución de tierras desde una perspectiva multiescalar de las burocrácias estatales,10.33871/26747170.2020.2.1.3354,6,Lina Fernanda Buchely Ibarra,Paulo Sacchi,Etnografías Burocráticas- Una nueva mirada a la construcción del estado en Colombia,13.812154696132595,12.883435582822088,2020.0,1.0,25.0
DESPOJOS Y DESPLAZAMIENTO DE LAS FAMILIAS CAMPESINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VALOR DE USO Y VALOR DE CAMBIO 2020,crossref,10.35537/10915/45650,0,,Puesta en valor de plantas sub-utilizadas: aporte a la conservación de los recursos naturales en Los Juríes (Sgo. del Estero),10.33871/26747170.2020.2.1.3354,7,,Paulo Sacchi,,14.603174603174606,14.63414634146342,2020.0,,13.33333333333333
DESPOJOS Y DESPLAZAMIENTO DE LAS FAMILIAS CAMPESINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VALOR DE USO Y VALOR DE CAMBIO 2020,crossref,10.22451/5817.ibj2023.vol6.2.11073,0,2023.0,"Discusión de los roles de las actividades de la empresa, los consumidores y los grupos de interés en el cambio del valor de las marcas",10.33871/26747170.2020.2.1.3354,8,Deivit Wilfredo Reynoso Espinoza,Paulo Sacchi,Iberoamerican Business Journal,15.432098765432102,12.949640287769782,2020.0,3.0,18.181818181818176
DESPOJOS Y DESPLAZAMIENTO DE LAS FAMILIAS CAMPESINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VALOR DE USO Y VALOR DE CAMBIO 2020,crossref,10.29057/icshu.v2i8.293,0,2016.0,El valor y el juicio de valor en la evaluación: una revisión desde los orígenes históricos de la evaluación,10.33871/26747170.2020.2.1.3354,9,Laura Elizabeth Gómez Meléndez,Paulo Sacchi,Edähi Boletín Científico de Ciencias Sociales y Humanidades del ICSHu,13.468013468013474,12.92775665399239,2020.0,4.0,14.28571428571429
DESPOJOS Y DESPLAZAMIENTO DE LAS FAMILIAS CAMPESINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VALOR DE USO Y VALOR DE CAMBIO 2020,crossref,10.22490/9789586517638.06,0,2021.0,Modelos administrativos para el desarrollo de organizaciones hacia la generación del valor agregado,10.33871/26747170.2020.2.1.3354,10,Indira Julieth Illidge Correa,Paulo Sacchi,Análisis y efectos de las organizaciones: Una mirada desde las ciencias administrativas,8.996539792387548,9.737827715355806,2020.0,1.0,24.390243902439025
Substantiation of the anti-inflammatory effect of photodynamic therapy in periodontal diseases O.N. Risovannaya,crossref,10.17116/rosstomat20251801140,1,2025.0,Substantiation of the anti-inflammatory effect of photodynamic therapy in periodontal diseases,10.17116/rosstomat20251801140,1,O.N. Risovannaya,O.N. Risovannaya,Russian Journal of  Stomatology,91.70731707317074,100.0,,,100.0
Substantiation of the anti-inflammatory effect of photodynamic therapy in periodontal diseases O.N. Risovannaya,crossref,10.37988/1811-153x_2019_1_28,0,2019.0,Clinical substantiation of complex application of antioxidants and laser therapy in treatment of periodontal diseases,10.17116/rosstomat20251801140,2,Y.V. Maskurova,O.N. Risovannaya,Клиническая стоматология,52.63157894736843,57.534246575342465,,,26.66666666666667
Substantiation of the anti-inflammatory effect of photodynamic therapy in periodontal diseases O.N. Risovannaya,crossref,10.26226/morressier.5ac383262afeeb00097a42a7,0,2018.0,Photodynamic therapy in periodontics.,10.17116/rosstomat20251801140,3,Olga Risovannaya,O.N. Risovannaya,,41.891891891891895,42.758620689655174,,,81.25
Substantiation of the anti-inflammatory effect of photodynamic therapy in periodontal diseases O.N. Risovannaya,crossref,10.2174/221270380201160517190017,0,2016.0,Photodynamic Therapy and Periodontal Treatment,10.17116/rosstomat20251801140,4,Pinar Gümüs,O.N. Risovannaya,Clinical Anti-Inflammatory &amp; Anti-Allergy Drugs,36.94267515923567,37.66233766233766,,,29.629629629629626
Substantiation of the anti-inflammatory effect of photodynamic therapy in periodontal diseases O.N. Risovannaya,crossref,10.1016/j.pdpdt.2016.09.004,0,2016.0,Effect of photodynamic therapy and laser alone as adjunct to scaling and root planing on gingival crevicular fluid inflammatory proteins in periodontal disease: A systematic review,10.17116/rosstomat20251801140,5,Zohaib Akram,O.N. Risovannaya,Photodiagnosis and Photodynamic Therapy,50.171821305841924,55.63380281690141,,,21.42857142857143
Substantiation of the anti-inflammatory effect of photodynamic therapy in periodontal diseases O.N. Risovannaya,crossref,10.1016/j.pdpdt.2023.103362,0,2023.0,Effect of non-surgical periodontal therapy with adjunct photodynamic therapy on periodontal and glycemic statuses in prediabetic patients with periodontal disease,10.17116/rosstomat20251801140,6,Bharathraj Shetty,O.N. Risovannaya,Photodiagnosis and Photodynamic Therapy,46.88644688644688,58.36909871244635,,,18.181818181818176
Substantiation of the anti-inflammatory effect of photodynamic therapy in periodontal diseases O.N. Risovannaya,crossref,10.1016/s1572-1000(12)70049-2,0,2012.0,48 Anti-inflammatory and bactericidal action of LED medolight device at treatment of dental diseases,10.17116/rosstomat20251801140,7,S.A. Gulyar,O.N. Risovannaya,Photodiagnosis and Photodynamic Therapy,41.70616113744076,51.707317073170735,,,14.814814814814813
Substantiation of the anti-inflammatory effect of photodynamic therapy in periodontal diseases O.N. Risovannaya,crossref,10.2174/221270380201160517184943,0,2016.0,Editorial (Thematic Issue: Anti-inflammatory Drugs in the Treatment of Inflammatory Periodontal Diseases),10.17116/rosstomat20251801140,8,Nurcan Buduneli,O.N. Risovannaya,Clinical Anti-Inflammatory &amp; Anti-Allergy Drugs,50.0,52.582159624413144,,,19.354838709677423
