query,source,candidate_id,label,candidate_year,candidate_title,true_id,candidate_rank,candidate_author,query_author,journal
"The Quaestiones libri Physicorum by Franciscus Marbres (alias Johannes Canonicus). Part II: Manuscripts, Printings and theyTextual Tradition Christopher D. Schabel 2016",crossref,10.2307/j.ctv4rftdw.32,0,2018.0,Appendix 2:,10.1484/j.bpm.5.113341,3,,Christopher D. Schabel,Quaestiones de ente
"The Quaestiones libri Physicorum by Franciscus Marbres (alias Johannes Canonicus). Part II: Manuscripts, Printings and theyTextual Tradition Christopher D. Schabel 2016",crossref,10.1163/9789004322356_023,0,2016.0,Tabula quaestionum quarti libri Physicorum,10.1484/j.bpm.5.113341,4,Michiel Streijger,Christopher D. Schabel,"John Buridan, Quaestiones super octo libros Physicorum Aristotelis (secundum ultimam lecturam)"
"The Quaestiones libri Physicorum by Franciscus Marbres (alias Johannes Canonicus). Part II: Manuscripts, Printings and theyTextual Tradition Christopher D. Schabel 2016",crossref,10.1163/9789004322356_003,0,2016.0,Tabula quaestionum tertii libri Physicorum,10.1484/j.bpm.5.113341,5,Michiel Streijger,Christopher D. Schabel,"John Buridan, Quaestiones super octo libros Physicorum Aristotelis (secundum ultimam lecturam)"
"The Quaestiones libri Physicorum by Franciscus Marbres (alias Johannes Canonicus). Part II: Manuscripts, Printings and theyTextual Tradition Christopher D. Schabel 2016",crossref,10.1163/9789004262355_029,0,2015.0,&lt;Tabula quaestionum secundi libri Physicorum&gt;,10.1484/j.bpm.5.113341,6,Michiel Streijger,Christopher D. Schabel,"John Buridan, &lt;i&gt;Quaestiones super octo libros Physicorum Aristotelis (secundum ultimam lecturam)&lt;/i&gt;"
"The Quaestiones libri Physicorum by Franciscus Marbres (alias Johannes Canonicus). Part II: Manuscripts, Printings and theyTextual Tradition Christopher D. Schabel 2016",crossref,10.1163/9789004262355_004,0,2015.0,&lt;Tabula quaestionum primi libri Physicorum&gt;,10.1484/j.bpm.5.113341,7,Michiel Streijger,Christopher D. Schabel,"John Buridan, &lt;i&gt;Quaestiones super octo libros Physicorum Aristotelis (secundum ultimam lecturam)&lt;/i&gt;"
"The Quaestiones libri Physicorum by Franciscus Marbres (alias Johannes Canonicus). Part II: Manuscripts, Printings and theyTextual Tradition Christopher D. Schabel 2016",crossref,10.1484/j.bpm.5.105349,0,2014.0,"5. Francesc Marbres, A.K.A. Iohannes Canonicus",10.1484/j.bpm.5.113341,8,Christopher D. Schabel,Christopher D. Schabel,Bulletin de Philosophie Médiévale
"The Quaestiones libri Physicorum by Franciscus Marbres (alias Johannes Canonicus). Part II: Manuscripts, Printings and theyTextual Tradition Christopher D. Schabel 2016",crossref,10.1163/9789004702028_006,0,2024.0,Iohannis Buridani Quaestiones super octo libros Physicorum Aristotelis (secundum ultimam lecturam) Libri V–VIII,10.1484/j.bpm.5.113341,9,Paul J.J.M. Bakker,Christopher D. Schabel,"John Buridan, &lt;i&gt;Quaestiones super octo libros Physicorum Aristotelis (secundum ultimam lecturam)&lt;/i&gt;"
"The Quaestiones libri Physicorum by Franciscus Marbres (alias Johannes Canonicus). Part II: Manuscripts, Printings and theyTextual Tradition Christopher D. Schabel 2016",crossref,10.1163/9789004322356_040,0,2016.0,Indexes,10.1484/j.bpm.5.113341,10,Michiel Streijger,Christopher D. Schabel,"John Buridan, Quaestiones super octo libros Physicorum Aristotelis (secundum ultimam lecturam)"
"Nogami, Yoko: Identity and pragmatic laniuoge use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DLF] 11) Miyuki Takino 2022",crossref,10.1515/jelf-2022-2066,1,2022.0,"Nogami, Yoko: Identity and pragmatic language use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DELF] 11)",10.1515/jelf-2022-2066,1,Miyuki Takino,Miyuki Takino,Journal of English as a Lingua Franca
"Nogami, Yoko: Identity and pragmatic laniuoge use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DLF] 11) Miyuki Takino 2022",crossref,10.1515/9781501504211,0,2020.0,Identity and Pragmatic Language Use,10.1515/jelf-2022-2066,2,Yoko Nogami,Miyuki Takino,
"Nogami, Yoko: Identity and pragmatic laniuoge use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DLF] 11) Miyuki Takino 2022",crossref,10.1515/9781501512520-007,0,2022.0,Pragmatic strategies of Asian ELF users in institutional settings,10.1515/jelf-2022-2066,3,Ke Ji,Miyuki Takino,Pragmatics in English as a Lingua Franca
"Nogami, Yoko: Identity and pragmatic laniuoge use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DLF] 11) Miyuki Takino 2022",crossref,10.1515/9781501512520-011,0,2022.0,Unpacking pragmatic norms of Chinese speakers of English for English as a lingua franca (ELF) communication,10.1515/jelf-2022-2066,4,Zhichang Xu,Miyuki Takino,Pragmatics in English as a Lingua Franca
"Nogami, Yoko: Identity and pragmatic laniuoge use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DLF] 11) Miyuki Takino 2022",crossref,10.4324/9781351184335-13,0,2018.0,Identity and pragmatic language use among East Asian ELF speakers and its implications for English-medium education,10.1515/jelf-2022-2066,5,Yoko Nogami,Miyuki Takino,English-Medium Instruction from an English as a Lingua Franca Perspective
"Nogami, Yoko: Identity and pragmatic laniuoge use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DLF] 11) Miyuki Takino 2022",crossref,10.1515/9781501504211-007,0,2020.0,Chapter 7. Identity and pragmatic language use through ELF,10.1515/jelf-2022-2066,6,,Miyuki Takino,Identity and Pragmatic Language Use
"Nogami, Yoko: Identity and pragmatic laniuoge use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DLF] 11) Miyuki Takino 2022",crossref,10.1515/9781501504211-003,0,2020.0,Chapter 3. Exploring ELF users’ identities and pragmatic language use,10.1515/jelf-2022-2066,7,,Miyuki Takino,Identity and Pragmatic Language Use
"Nogami, Yoko: Identity and pragmatic laniuoge use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DLF] 11) Miyuki Takino 2022",crossref,10.1515/9781501504211-002,0,2020.0,"Chapter 2. Language, identity and second language users through an ELF lens",10.1515/jelf-2022-2066,8,,Miyuki Takino,Identity and Pragmatic Language Use
"Nogami, Yoko: Identity and pragmatic laniuoge use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DLF] 11) Miyuki Takino 2022",crossref,10.1515/9781501504211-204,0,2020.0,Notes,10.1515/jelf-2022-2066,9,,Miyuki Takino,Identity and Pragmatic Language Use
"Nogami, Yoko: Identity and pragmatic laniuoge use: A study on Japanese ELF users (Developments in English as a Lingua Franca [DLF] 11) Miyuki Takino 2022",crossref,10.1515/9781501504211-fm,0,2020.0,Frontmatter,10.1515/jelf-2022-2066,10,,Miyuki Takino,Identity and Pragmatic Language Use
Sports Talent Identikcation and Selectiof zn Korea Byounggoo Ko 2014,crossref,10.24985/ijass.2014.26.2.99,1,2014.0,Sports Talent Identification and Selection in Korea,10.24985/ijass.2014.26.2.99,1,Byounggoo Ko,Byounggoo Ko,IJASS(International Journal of Applied Sports Sciences)
Sports Talent Identikcation and Selectiof zn Korea Byounggoo Ko 2014,crossref,10.24985/kjss.2016.27.4.714,0,2016.0,Cardiorespiratory Fitness Among Korean Adults: 2014-2015 Korea Institute of Sports Science Fitness Standards (KISS FitS) Project,10.24985/ijass.2014.26.2.99,2,박세정,Byounggoo Ko,Korean Journal of Sport Science
Sports Talent Identikcation and Selectiof zn Korea Byounggoo Ko 2014,crossref,10.4324/9781315796253-26,0,2014.0,Talent identification and talent transfer,10.24985/ijass.2014.26.2.99,3,,Byounggoo Ko,Foundations of Sports Coaching
Sports Talent Identikcation and Selectiof zn Korea Byounggoo Ko 2014,crossref,10.1007/s40279-014-0221-7,0,2014.0,Conventional and Genetic Talent Identification in Sports: Will Recent Developments Trace Talent?,10.24985/ijass.2014.26.2.99,4,Sarah Breitbach,Byounggoo Ko,Sports Medicine
Sports Talent Identikcation and Selectiof zn Korea Byounggoo Ko 2014,crossref,10.21797/ksme.2014.16.3.002,0,2014.0,The Development of Physical Fitness Test Battery and Evaluation Criteria of it for Korean Elderly Person,10.24985/ijass.2014.26.2.99,5,Choi Kyu jeong,Byounggoo Ko,The Korean Journal of Measurement and Evaluation in Physical Education and Sports Science
Sports Talent Identikcation and Selectiof zn Korea Byounggoo Ko 2014,crossref,10.21797/ksme.2017.19.2.005,0,2017.0,A study on regression equation of physical fitness age for korean men and women adult.,10.24985/ijass.2014.26.2.99,6,Bong-Ju Sung,Byounggoo Ko,The Korean Journal of Measurement and Evaluation in Physical Education and Sports Science
Sports Talent Identikcation and Selectiof zn Korea Byounggoo Ko 2014,crossref,10.21797/ksme.2015.17.1.007,0,2015.0,The Development of Korean Youth Aerobic-capacity Standards Using Receiver Operating Characteristic Curves,10.24985/ijass.2014.26.2.99,7,Byounggoo Ko,Byounggoo Ko,The Korean Journal of Measurement and Evaluation in Physical Education and Sports Science
Sports Talent Identikcation and Selectiof zn Korea Byounggoo Ko 2014,crossref,10.2307/j.ctvdf0948.6,0,2014.0,Dokumentarische Rekonstruktionen zur Passung von Talent und Institution,10.24985/ijass.2014.26.2.99,8,,Byounggoo Ko,Talent und Schulkultur
Sports Talent Identikcation and Selectiof zn Korea Byounggoo Ko 2014,crossref,10.2307/j.ctvdf0948.9,0,2014.0,Literatur,10.24985/ijass.2014.26.2.99,9,,Byounggoo Ko,Talent und Schulkultur
Sports Talent Identikcation and Selectiof zn Korea Byounggoo Ko 2014,crossref,10.2307/j.ctvdf0948.3,0,2014.0,Einleitung,10.24985/ijass.2014.26.2.99,10,,Byounggoo Ko,Talent und Schulkultur
Energetics of Poisswn–Kac tochastic Processes Possessng Finite Propagation Velocity Antonio Brasiello 2016,crossref,10.1515/jnet-2015-0064,1,2016.0,Energetics of Poisson–Kac Stochastic Processes Possessing Finite Propagation Velocity,10.1515/jnet-2015-0064,1,Antonio Brasiello,Antonio Brasiello,Journal of Non-Equilibrium Thermodynamics
Energetics of Poisswn–Kac tochastic Processes Possessng Finite Propagation Velocity Antonio Brasiello 2016,crossref,10.1063/1.5045963,0,2018.0,Application of the theory of stochastic processes possessing finite propagation velocity to transport problems in polymeric systems,10.1515/jnet-2015-0064,2,Antonio Brasiello,Antonio Brasiello,AIP Conference Proceedings
Energetics of Poisswn–Kac tochastic Processes Possessng Finite Propagation Velocity Antonio Brasiello 2016,crossref,10.1103/physrevx.12.021004,0,2022.0,Extended Poisson-Kac Theory: A Unifying Framework for Stochastic Processes with Finite Propagation Velocity,10.1515/jnet-2015-0064,3,Massimiliano Giona,Antonio Brasiello,Physical Review X
Energetics of Poisswn–Kac tochastic Processes Possessng Finite Propagation Velocity Antonio Brasiello 2016,crossref,10.1515/jnet-2015-0063,0,2016.0,Generalized Poisson–Kac Processes: Basic Properties and Implications in Extended Thermodynamics and Transport,10.1515/jnet-2015-0064,4,Massimiliano Giona,Antonio Brasiello,Journal of Non-Equilibrium Thermodynamics
Energetics of Poisswn–Kac tochastic Processes Possessng Finite Propagation Velocity Antonio Brasiello 2016,crossref,10.1016/j.physa.2015.12.142,0,2016.0,On the influence of reflective boundary conditions on the statistics of Poisson–Kac diffusion processes,10.1515/jnet-2015-0064,5,Massimiliano Giona,Antonio Brasiello,Physica A: Statistical Mechanics and its Applications
Energetics of Poisswn–Kac tochastic Processes Possessng Finite Propagation Velocity Antonio Brasiello 2016,crossref,10.1088/1742-5468/aa58a5,0,2017.0,"Markovian nature, completeness, regularity and correlation properties of generalized Poisson-Kac processes",10.1515/jnet-2015-0064,6,Massimiliano Giona,Antonio Brasiello,Journal of Statistical Mechanics: Theory and Experiment
Energetics of Poisswn–Kac tochastic Processes Possessng Finite Propagation Velocity Antonio Brasiello 2016,crossref,10.1140/epjst/e2017-70010-6,0,2017.0,Kac limit and thermodynamic characterization of stochastic dynamics driven by Poisson-Kac fluctuations,10.1515/jnet-2015-0064,7,Massimiliano Giona,Antonio Brasiello,The European Physical Journal Special Topics
Energetics of Poisswn–Kac tochastic Processes Possessng Finite Propagation Velocity Antonio Brasiello 2016,crossref,10.1088/1751-8121/aa79d4,0,2017.0,Stochastic foundations of undulatory transport phenomena: generalized Poisson–Kac processes—part I basic theory,10.1515/jnet-2015-0064,8,Massimiliano Giona,Antonio Brasiello,Journal of Physics A: Mathematical and Theoretical
Energetics of Poisswn–Kac tochastic Processes Possessng Finite Propagation Velocity Antonio Brasiello 2016,crossref,10.1088/1751-8121/aa79c5,0,2017.0,"Stochastic foundations of undulatory transport phenomena: generalized Poisson–Kac processes—part II Irreversibility, norms and entropies",10.1515/jnet-2015-0064,9,Massimiliano Giona,Antonio Brasiello,Journal of Physics A: Mathematical and Theoretical
Energetics of Poisswn–Kac tochastic Processes Possessng Finite Propagation Velocity Antonio Brasiello 2016,crossref,10.3390/e24020201,0,2022.0,Spectral Properties of Stochastic Processes Possessing Finite Propagation Velocity,10.1515/jnet-2015-0064,10,Massimiliano Giona,Antonio Brasiello,Entropy
An Infnite Hidden Markov Mode wihxStochastic Volatility Chenxing Li 2022,crossref,10.2139/ssrn.4069359,1,2022.0,An Infinite Hidden Markov Model with Stochastic Volatility,10.2139/ssrn.4069359,1,Chenxing Li,Chenxing Li,SSRN Electronic Journal
An Infnite Hidden Markov Mode wihxStochastic Volatility Chenxing Li 2022,crossref,10.32657/10356/20675,0,,A new hidden Markov-switching volatility model,10.2139/ssrn.4069359,2,Xin Yi Liu,Chenxing Li,
An Infnite Hidden Markov Mode wihxStochastic Volatility Chenxing Li 2022,crossref,10.2139/ssrn.5580230,0,2025.0,Modeling Financial Volatility with Hidden Markov and Stochastic Volatility Models,10.2139/ssrn.4069359,3,Jeremy Duriez,Chenxing Li,SSRN Electronic Journal
An Infnite Hidden Markov Mode wihxStochastic Volatility Chenxing Li 2022,crossref,10.32469/10355/4795,0,,Volatility estimation and price prediction using a hidden Markov model with empirical study,10.2139/ssrn.4069359,4,Pei Yin,Chenxing Li,
An Infnite Hidden Markov Mode wihxStochastic Volatility Chenxing Li 2022,crossref,10.2139/ssrn.5347272,0,2025.0,Regime-Switching in Bitcoin Volatility Under Global Uncertainty: Markov-Switching GARCH and Hidden Markov Copula Approaches,10.2139/ssrn.4069359,5,Amin Shakourloo,Chenxing Li,
An Infnite Hidden Markov Mode wihxStochastic Volatility Chenxing Li 2022,crossref,10.1016/j.resourpol.2021.102518,0,2022.0,Copper cross-market volatility transition based on a coupled hidden Markov model and the complex network method,10.2139/ssrn.4069359,6,Junjie Shen,Chenxing Li,Resources Policy
An Infnite Hidden Markov Mode wihxStochastic Volatility Chenxing Li 2022,crossref,10.1007/1-4020-7940-0_2,0,,Volatility in Growth Rate of Real GDP,10.2139/ssrn.4069359,7,,Chenxing Li,Advanced Studies in Theoretical and Applied Econometrics
An Infnite Hidden Markov Mode wihxStochastic Volatility Chenxing Li 2022,crossref,10.4135/9781529798500,0,2022.0,Hidden Markov Models: Theory,10.2139/ssrn.4069359,8,,Chenxing Li,
An Infnite Hidden Markov Mode wihxStochastic Volatility Chenxing Li 2022,crossref,10.4135/9781529798517,0,2022.0,Hidden Markov Models: Practice,10.2139/ssrn.4069359,9,,Chenxing Li,
An Infnite Hidden Markov Mode wihxStochastic Volatility Chenxing Li 2022,crossref,10.1002/for.3123,0,2024.0,An infinite hidden Markov model with stochastic volatility,10.2139/ssrn.4069359,10,Chenxing Li,Chenxing Li,Journal of Forecasting
Pattern of presentation of paediatric endocrins disorders in a Nigeriantertiary instiyution: an 1-year survey Ugo N. Chikani 2022,crossref,10.1515/jpem-2022-0300,1,2022.0,Pattern of presentation of paediatric endocrine disorders in a Nigerian tertiary institution: an 11-year survey,10.1515/jpem-2022-0300,1,Ugo N. Chikani,Ugo N. Chikani,Journal of Pediatric Endocrinology and Metabolism
Pattern of presentation of paediatric endocrins disorders in a Nigeriantertiary instiyution: an 1-year survey Ugo N. Chikani 2022,crossref,10.1183/13993003.congress-2022.3766,0,2022.0,Practice pattern survey for paediatric asthma in Nepal (SPAN),10.1515/jpem-2022-0300,2,R Pangeni,Ugo N. Chikani,07.02 - Paediatric asthma and allergy
Pattern of presentation of paediatric endocrins disorders in a Nigeriantertiary instiyution: an 1-year survey Ugo N. Chikani 2022,crossref,10.4103/njcp.njcp_41_19,0,2020.0,Pattern of Presentation and Surgical Management of Spine Tumors in Southeast Nigeria over a 10-Year Period,10.1515/jpem-2022-0300,3,MC Chikani,Ugo N. Chikani,Nigerian Journal of Clinical Practice
Pattern of presentation of paediatric endocrins disorders in a Nigeriantertiary instiyution: an 1-year survey Ugo N. Chikani 2022,crossref,10.11604/pamj.2022.42.94.31889,0,2022.0,"The pattern of paediatric otorhinolaryngological disorders seen at the Rivers State University Teaching Hospital, South-south Nigeria: a 3-year review",10.1515/jpem-2022-0300,4,Datonye Christopher Briggs,Ugo N. Chikani,Pan African Medical Journal
Pattern of presentation of paediatric endocrins disorders in a Nigeriantertiary instiyution: an 1-year survey Ugo N. Chikani 2022,crossref,10.4103/njm.njm_39_21,0,2021.0,Characteristics and Outcome of Paediatric Traumatic Brain Injuries,10.1515/jpem-2022-0300,5,Mark C. Chikani,Ugo N. Chikani,Nigerian Journal of Medicine
Pattern of presentation of paediatric endocrins disorders in a Nigeriantertiary instiyution: an 1-year survey Ugo N. Chikani 2022,crossref,10.26226/morressier.5acdc65ad462b8029238d9a9,0,2018.0,Anaphylaxis to beta-lactam antibiotics at paediatric age: Seven-year survey,10.1515/jpem-2022-0300,6,Filipe Benito Garcia,Ugo N. Chikani,
Pattern of presentation of paediatric endocrins disorders in a Nigeriantertiary instiyution: an 1-year survey Ugo N. Chikani 2022,crossref,10.4314/tjhc.v29i4.3,0,2022.0,Drug utilization pattern among paediatric asthma patients attending the respiratory clinic of a Nigerian tertiary hospital: a five-year retrospective survey,10.1515/jpem-2022-0300,7,K. C. Amorha,Ugo N. Chikani,Tropical Journal of Health Sciences
Pattern of presentation of paediatric endocrins disorders in a Nigeriantertiary instiyution: an 1-year survey Ugo N. Chikani 2022,crossref,10.1183/9781849841313.004819,0,2021.0,Breathing pattern disorders,10.1515/jpem-2022-0300,8,Samatha Sonnappa,Ugo N. Chikani,ERS Handbook of Paediatric Respiratory Medicine
Pattern of presentation of paediatric endocrins disorders in a Nigeriantertiary instiyution: an 1-year survey Ugo N. Chikani 2022,crossref,10.47837/cmj.19770126.nma.2017512161,0,2017.0,PATTERN OF PAEDIATRIC ENDOCRINE DISORDERS AS SEEN AT A TERTIARY HEALTH FACILITY IN SOKOTO OVER A 4 -YEAR PERIOD,10.1515/jpem-2022-0300,9,Ugege MO,Ugo N. Chikani,Caliphate Medical Journal
Pattern of presentation of paediatric endocrins disorders in a Nigeriantertiary instiyution: an 1-year survey Ugo N. Chikani 2022,crossref,10.1183/13993003.congress-2024.pa1338,0,2024.0,The prevalence of breathing pattern disorders in a tertiary paediatric severe asthma clinic.,10.1515/jpem-2022-0300,10,Clare-Louise Chadwick,Ugo N. Chikani,Paediatric asthma and allergy
空间站冷原柜超高真空腔内射频天uu研制 谢昱 Xie Yu 2023,crossref,10.3788/cjl220713,1,2023.0,空间站冷原子柜超高真空腔内射频天线的研制,10.3788/cjl220713,1,谢昱 Xie Yu,谢昱 Xie Yu,Chinese Journal of Lasers
空间站冷原柜超高真空腔内射频天uu研制 谢昱 Xie Yu 2023,crossref,10.33142/ec.v2i6.396,0,2019.0,高压变频器采用空水冷在水泵站的应用,10.3788/cjl220713,2,晓娇 孙,谢昱 Xie Yu,工程建设
空间站冷原柜超高真空腔内射频天uu研制 谢昱 Xie Yu 2023,crossref,10.3131/jvsj1950.7.4_197,0,1956.0,Ultra-High Vacuum Techniques,10.3788/cjl220713,3,Hikaru ARATA,谢昱 Xie Yu,SHINKU GIJUTSU
空间站冷原柜超高真空腔内射频天uu研制 谢昱 Xie Yu 2023,crossref,10.3788/irla20230136,0,2023.0,真空低温高灵敏度中红外辐射计,10.3788/cjl220713,4,孙景旭 Sun Jingxu,谢昱 Xie Yu,Infrared and Laser Engineering
空间站冷原柜超高真空腔内射频天uu研制 谢昱 Xie Yu 2023,crossref,10.70693/hj0507,0,2026.0,中央空调制冷系统能耗过高原因分析与节能优化研究,10.3788/cjl220713,5,潘冲支,谢昱 Xie Yu,数据期刊
空间站冷原柜超高真空腔内射频天uu研制 谢昱 Xie Yu 2023,crossref,10.18356/22203583-2023-2-3,0,2023.0,第三空间，真正的公民空间,10.3788/cjl220713,6,,谢昱 Xie Yu,Jiaokewen zuzhi xinshi
空间站冷原柜超高真空腔内射频天uu研制 谢昱 Xie Yu 2023,crossref,10.12677/japc.2026.151003,0,2026.0,Preparation and Application Advances in Sky Radiative Cooling Technology,10.3788/cjl220713,7,孝雪 邹,谢昱 Xie Yu,Journal of Advances in Physical Chemistry
空间站冷原柜超高真空腔内射频天uu研制 谢昱 Xie Yu 2023,crossref,10.37155/2717-5170-0801-14,0,2026.0,真空焊箱温度控制系统的PID参数优化研究,10.3788/cjl220713,8,超 高,谢昱 Xie Yu,电子通信与计算机科学
空间站冷原柜超高真空腔内射频天uu研制 谢昱 Xie Yu 2023,crossref,10.3131/jvsj.31.644,0,1988.0,Vacuum technology lecture. For ultra-high vacuum experiments. 8. Materials (1) 1. Metallic materials for ultra-high vacuum.,10.3788/cjl220713,9,Shoji TAKAGI,谢昱 Xie Yu,SHINKU
空间站冷原柜超高真空腔内射频天uu研制 谢昱 Xie Yu 2023,crossref,10.3131/jvsj.9.64,0,1966.0,,10.3788/cjl220713,10,,谢昱 Xie Yu,SHINKU
DESPOJOS YDESPLAZAIENTO DE LAS FAMILIAS CAMPhSINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VLOR DE USO Y VALOR DE CAMBIO Paulo Sacchi 2020,crossref,10.33871/26747170.2020.2.1.3354,1,2020.0,DESPOJOS Y DESPLAZAMIENTO DE LAS FAMILIAS CAMPESINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VALOR DE USO Y VALOR DE CAMBIO,10.33871/26747170.2020.2.1.3354,1,Paulo Sacchi,Paulo Sacchi,Revista Americana de Empreendedorismo e Inovação
DESPOJOS YDESPLAZAIENTO DE LAS FAMILIAS CAMPhSINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VLOR DE USO Y VALOR DE CAMBIO Paulo Sacchi 2020,crossref,10.15425/2017.218,0,2019.0,Laberintos y despojos: análisis del proceso de implementación de la ley de víctimas y restitución de tierras desde una perspectiva multiescalar de las burocrácias estatales,10.33871/26747170.2020.2.1.3354,2,Lina Fernanda Buchely Ibarra,Paulo Sacchi,Etnografías Burocráticas- Una nueva mirada a la construcción del estado en Colombia
DESPOJOS YDESPLAZAIENTO DE LAS FAMILIAS CAMPhSINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VLOR DE USO Y VALOR DE CAMBIO Paulo Sacchi 2020,crossref,10.25062/9789585310162.12,0,2021.0,"Las familias de los adolescentes en conflicto con la ley penal, con la perspectiva de la corresponsabilidad",10.33871/26747170.2020.2.1.3354,3,Angelita Mariño Puentes,Paulo Sacchi,Construcción de Paz y Desarrollo Sostenible: Una mirada desde los derechos humanos y el derecho internacional de los conflictos armados
DESPOJOS YDESPLAZAIENTO DE LAS FAMILIAS CAMPhSINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VLOR DE USO Y VALOR DE CAMBIO Paulo Sacchi 2020,crossref,10.24215/2314257xe247,0,2026.0,El avance de la presencia femenina en los Primeros de Mayo de la década del 30: Una mirada desde la provincia de Mendoza,10.33871/26747170.2020.2.1.3354,4,Mariana Pereyra,Paulo Sacchi,Anuario del Instituto de Historia Argentina
DESPOJOS YDESPLAZAIENTO DE LAS FAMILIAS CAMPhSINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VLOR DE USO Y VALOR DE CAMBIO Paulo Sacchi 2020,crossref,10.2307/j.ctv1dp0wd5.11,0,2020.0,Políticas de la mirada:,10.33871/26747170.2020.2.1.3354,5,Yayo Aznar,Paulo Sacchi,"Públicos en transformación. Una visión interdisciplinar de las funciones, experiencias y espacios del público actual de los museos"
DESPOJOS YDESPLAZAIENTO DE LAS FAMILIAS CAMPhSINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VLOR DE USO Y VALOR DE CAMBIO Paulo Sacchi 2020,crossref,10.20318/recs.2023.7229,0,2023.0,La relación entre el uso de las TIC y el sentimiento de soledad,10.33871/26747170.2020.2.1.3354,6,Alfredo Urbina Carreño,Paulo Sacchi,REVISTA ESPAÑOLA DE COMUNICACIÓN EN SALUD
DESPOJOS YDESPLAZAIENTO DE LAS FAMILIAS CAMPhSINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VLOR DE USO Y VALOR DE CAMBIO Paulo Sacchi 2020,crossref,10.31908/eucp.29.c244,0,2015.0,Apía: una mirada tecnológica desde El Tatamá,10.33871/26747170.2020.2.1.3354,7,Javier Augusto Cárdenas Ruíz,Paulo Sacchi,Impacto del uso e implementación de las tic en los procesos formativos en el departamento de Risaralda
DESPOJOS YDESPLAZAIENTO DE LAS FAMILIAS CAMPhSINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VLOR DE USO Y VALOR DE CAMBIO Paulo Sacchi 2020,crossref,10.35537/10915/134356,0,2022.0,Trabajo Social y cambio epocal: una mirada desde el Sur para pensar los tiempos de pandemia,10.33871/26747170.2020.2.1.3354,8,,Paulo Sacchi,
DESPOJOS YDESPLAZAIENTO DE LAS FAMILIAS CAMPhSINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VLOR DE USO Y VALOR DE CAMBIO Paulo Sacchi 2020,crossref,10.2307/j.ctv1dv0v0j.12,0,2020.0,La protección social de las trabajadoras de la pesca.,10.33871/26747170.2020.2.1.3354,9,MARÍA TERESA ALAMEDA CASTILLO,Paulo Sacchi,Análisis jurídico del trabajo de la mujer en la pesca
DESPOJOS YDESPLAZAIENTO DE LAS FAMILIAS CAMPhSINAS EN LOS DEPARTAMENTOS PELLEGRINI Y JIMÉNEZ DE LA PROVINCIA DE SANTIAGO DEL ESTERO: UNA MIRADA DESDE EL VLOR DE USO Y VALOR DE CAMBIO Paulo Sacchi 2020,crossref,10.22490/9789586517867.16,0,2021.0,"El papel de los precios internos, externos y del tipo de cambio en la producción del sector cafetero colombiano en el periodo 2000-2016",10.33871/26747170.2020.2.1.3354,10,Oscar Andrés Benavides Parra,Paulo Sacchi,Las organizaciones desde una mirada del desarrollo sostenible
Substantiation of the anti-inflammatory effect of photodynamic therapy in periodontal diseases 2025,crossref,10.17116/rosstomat20251801140,1,2025.0,Substantiation of the anti-inflammatory effect of photodynamic therapy in periodontal diseases,10.17116/rosstomat20251801140,1,O.N. Risovannaya,O.N. Risovannaya,Russian Journal of  Stomatology
